MEDIDA
508,0686613
601,9588852
592,3900929
444,5775352
464,0832006
592,8111036
493,5970051
499,6022696
484,7993986
510,6960802
606,464672
614,2130984
435,3300951
728,4731005
627,215945
486,1268446
614,2066291
512,0922021
580,0127626
638,0559516
495,8341039
573,203801
490,3945037
585,8537979
486,495583
456,8277396
557,1396326
526,4285455
532,4144147
630,8904214
517,015799
628,5231902
503,5997219
625,2132556
543,3368258
543,9195755
407,0814609
575,4228366
542,3570611
642,4623185
595,7861185
468,6323961
612,2289271
463,0509466
566,4427997
598,9138381
457,7222917
520,2774257
534,2592648
509,6532305
573,0816719
667,1202229
550,8404651
668,4733171
507,5536603
632,6806497
570,8965805
507,0573749
551,411303
615,6852761
662,6892777
556,3025041
580,7620701
454,5813147
592,6347003
572,3324639
429,0882909
655,0804714
562,2103372
321,3819249
543,0454677
471,8787113
596,0515388
577,3597774
626,7568927
732,6482006
472,7184246
664,0479039
634,3100498
532,1656019
544,5346515
558,0597266
662,0066758
487,0723711
644,4950772
451,7744355
545,4797179
513,3616129
521,415236
448,2318149
483,888472
606,3210973
431,1589809
525,3660292
539,0951684
515,2110116
454,4127169
528,6721157
482,6020016
573,7571477



































































































































































































































































































































































































































































































































































































































































































































































































































































































































